COD_PROVINCIA|IND_SEXO|EDAD|NUM_PERMISOS|NUM_LICENCIAS|NUM_LICENCIAS_PERMISOS|NUM_PERMISOS_A|NUM_PERMISOS_B|NUM_PERMISOS_C|NUM_PERMISOS_D|NUM_PERMISOS_LCM|NUM_PERMISOS_LVA
11|M|25 a 29 años|23615|0|23615|2812|23503|84|16|0|0
11|M|30 a 34 años|27722|0|27722|6705|27542|134|49|0|0
11|M|35 a 39 años|32721|0|32721|10995|32432|128|60|0|0
11|M|40 a 44 años|37344|0|37344|15540|36870|190|95|0|0
11|M|45 a 49 años|43500|0|43500|19571|42111|269|89|0|0
11|M|50 a 54 años|40586|0|40586|18163|38445|197|72|0|0
11|M|55 a 59 años|35421|0|35421|12570|33356|160|45|0|0
11|M|60 a 64 años|27149|0|27149|8377|25190|88|19|0|0
11|M|65 a 69 años|19640|0|19640|5061|18276|27|5|0|0
11|M|70 a 74 años|10610|0|10610|1857|9851|12|1|0|0
11|M|Más de 74 años|7274|0|7274|1233|6578|4|0|0|0
11|V|15 a 17 años|2902|0|2902|2902|0|0|0|0|0
11|V|18 a 20 años|10803|0|10803|4999|8733|8|0|0|0
11|V|21 a 24 años|21196|0|21196|6273|20352|299|14|0|0
11|V|25 a 29 años|27030|0|27030|7518|26652|964|105|0|0
11|V|30 a 34 años|29009|0|29009|13659|28597|1368|179|0|0
11|V|35 a 39 años|34218|0|34218|21295|33737|2284|393|0|0
11|V|40 a 44 años|39514|0|39514|27365|38942|3807|796|0|0
11|V|45 a 49 años|47944|1|47944|33542|46183|5157|1192|0|1
11|V|50 a 54 años|47785|1|47786|33844|45269|5689|1887|0|1
11|V|55 a 59 años|45084|1|45084|30494|41981|4742|1938|0|1
11|V|60 a 64 años|39122|2|39122|27601|35456|3509|1488|0|2
11|V|65 a 69 años|33794|4|33794|24624|30257|1515|650|0|4
11|V|70 a 74 años|24479|4|24479|17274|21745|540|253|0|4
11|V|Más de 74 años|37083|15|37083|29070|24801|236|112|0|15
12|M|15 a 17 años|366|0|366|366|0|0|0|0|0
12|M|18 a 20 años|2721|0|2721|675|2362|0|0|0|0
12|M|21 a 24 años|7594|0|7594|771|7484|12|0|0|0
12|M|25 a 29 años|10518|0|10518|858|10482|41|4|0|0
12|M|30 a 34 años|12000|0|12000|1944|11946|57|8|0|0
12|M|35 a 39 años|14158|0|14158|3252|14098|100|31|0|0
12|M|40 a 44 años|16501|0|16501|4677|16415|117|39|0|0
12|M|45 a 49 años|20949|0|20949|7477|20628|133|48|0|0
12|M|50 a 54 años|19817|0|19817|8331|19369|116|51|0|0
12|M|55 a 59 años|18060|0|18060|6828|17625|77|34|0|0
12|M|60 a 64 años|14985|0|14985|5259|14467|59|28|0|0
12|M|65 a 69 años|11878|0|11878|3146|11422|26|3|0|0
12|M|70 a 74 años|7679|0|7679|1516|7244|14|1|0|0
12|M|Más de 74 años|6877|0|6877|2358|5336|4|0|0|0
12|V|15 a 17 años|1003|1|1003|1003|0|0|0|0|1
12|V|18 a 20 años|4395|1|4395|1548|3833|0|0|0|1
12|V|21 a 24 años|9639|0|9639|2398|9417|149|1|0|0
12|V|25 a 29 años|12894|0|12894|3367|12805|462|23|0|0
12|V|30 a 34 años|13642|0|13642|5419|13530|779|53|0|0
12|V|35 a 39 años|14847|0|14847|7588|14705|1287|164|0|0
12|V|40 a 44 años|18696|0|18696|10791|18563|2125|348|0|0
12|V|45 a 49 años|24432|0|24432|15095|23927|3231|658|0|0
12|V|50 a 54 años|23691|0|23691|15585|23147|3320|1090|0|0
12|V|55 a 59 años|21793|0|21793|14444|21162|3092|1311|0|0
12|V|60 a 64 años|18950|2|18950|13659|18370|2456|1110|0|2
12|V|65 a 69 años|15907|5|15907|12032|15402|933|348|0|5
12|V|70 a 74 años|12274|3|12274|9544|11754|311|124|0|3
12|V|Más de 74 años|21284|30|21284|18108|17071|149|51|0|30
13|M|15 a 17 años|115|1|116|115|0|0|0|0|1
13|M|18 a 20 años|1836|0|1836|206|1732|0|0|0|0
13|M|21 a 24 años|5814|0|5814|290|5774|19|0|0|0
13|M|25 a 29 años|9655|0|9655|385|9640|50|5|0|0
13|M|30 a 34 años|10928|0|10928|1093|10900|47|9|0|0
13|M|35 a 39 años|12572|0|12572|1947|12542|79|22|0|0
13|M|40 a 44 años|13946|0|13946|2847|13905|192|49|0|0
13|M|45 a 49 años|15376|0|15376|2859|15225|188|55|0|0
13|M|50 a 54 años|14940|0|14940|3457|14629|109|55|0|0
13|M|55 a 59 años|14007|0|14007|2426|13695|72|26|0|0
13|M|60 a 64 años|11501|0|11501|1761|11138|44|20|0|0
13|M|65 a 69 años|8093|0|8093|1024|7784|12|6|0|0
